property_id,price,beds,baths,size(sqft),cluster,latitude,longitude,dist_P (mi.),dist_S (mi.),dist_F (mi.),crime_rate(%),POPDEN2010 (per sq. mi.),features
M5861795072,399900,3,3,2100,1,40.01483,-74.122352,3.892146675819474,1.069926735720857,1.1744566932246052,3.622792884621708,1732,two_or_more_stories
M5872790451,275000,4,1,1296,1,39.948246,-74.133697,3.871894073896783,1.2158068756723577,0.867409986279544,3.622792884621708,1732,"basement, two_or_more_stories"
M5878517331,200000,2,1,824,0,39.947379,-74.135179,3.8567639339187623,1.2444139513709531,0.9629565919622044,3.622792884621708,1732,single_story
M5881883341,399900,4,3,1608,0,39.947928,-74.137508,3.741298125376912,1.1747385675123163,1.0152127933968598,3.622792884621708,1732,single_story
M5886390594,260000,3,2,1142,1,40.015392,-74.129087,3.5963275211896546,0.7885255742430712,0.8061732895783531,3.622792884621708,1732,two_or_more_stories
M5887210445,735000,4,4,2425,1,40.005199,-74.110586,4.22453797469229,1.600615867330136,1.9467935059669372,3.622792884621708,1732,two_or_more_stories
M5905297725,789000,4,3,3734,1,40.001425,-74.189765,1.0131534493622565,0.8901595433391183,2.131731367281745,3.622792884621708,1732,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5915394870,214900,2,2,1252,0,39.999579,-74.150835,2.027619354561653,0.8240849857116027,1.1533195255298652,3.622792884621708,1732,single_story
M5942150594,1150000,4,3,3574,1,39.963264,-74.116837,4.054658934313504,1.3832294692090883,0.5376184328688747,3.622792884621708,1732,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5943413784,249900,3,1,1080,1,39.954351,-74.199684,2.419888502816288,0.3127112806996532,0.1081627283965164,3.622792884621708,1732,"basement, garage_1_or_more, two_or_more_stories"
M5952644365,2299500,6,6,6185,1,39.993022,-74.139683,2.483117359413255,1.0107961370950764,1.5576301291559136,3.622792884621708,1732,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5959650362,409000,3,2,1712,0,39.967617,-74.12615,3.4683904645109074,0.8970451971331573,0.6239567364452239,3.622792884621708,1732,"basement, garage_1_or_more, single_story"
M5964208180,450000,4,3,2000,0,39.954767,-74.1821,2.2505841628801906,0.586171000702699,0.8513216874942001,3.622792884621708,1732,"basement, garage_1_or_more, garage_2_or_more, single_story"
M5970438593,269000,3,1,1214,0,40.001595,-74.145653,2.342804525936056,0.5293447405622582,0.954450066094782,3.622792884621708,1732,"basement, single_story"
M5984816246,284900,4,1,1340,1,39.952574,-74.176552,2.437609968125759,0.3325119958997746,1.1426823567960045,3.622792884621708,1732,basement
M5988696979,694900,4,4,3410,1,40.000719,-74.140407,2.583256216958733,0.4811030796218704,1.0271839008769887,3.622792884621708,1732,garage_2_or_more
M6011853650,349900,5,3,3536,1,39.957121,-74.141306,3.150862721135176,0.5150500911013265,0.909316425718654,3.622792884621708,1732,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6026496200,799000,4,3,4004,1,40.000529,-74.189698,0.9528628644233528,0.8517736717731499,2.070152967922372,3.622792884621708,1732,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6033666822,750000,4,3,3190,1,39.991505,-74.18744,0.3277955272595335,0.648821545195111,1.4357639009702374,3.622792884621708,1732,"basement, garage_2_or_more, two_or_more_stories"
M6035342566,500000,3,2,1800,1,40.005721,-74.117948,3.853590396198584,1.1971219588495483,1.5627556531522753,3.622792884621708,1732,"basement, garage_2_or_more"
M6075361114,329900,4,2,1494,0,39.975711,-74.142707,2.42303799582553,0.7702434282415288,1.5320504399783077,3.622792884621708,1732,single_story
M6076553624,330000,3,2,1693,1,39.973115,-74.148421,2.204719685113864,0.5607150929782576,1.6327803486766637,3.622792884621708,1732,"basement, garage_2_or_more, two_or_more_stories"
M6080808239,449999,4,3,2000,1,39.987256,-74.145251,2.1477945110571524,1.318491178121506,1.9402661427571737,3.622792884621708,1732,"garage_2_or_more, two_or_more_stories"
M6117887852,369000,3,2,1750,1,39.987854,-74.151948,1.7825072648942653,0.991980065126582,1.9483087262020795,3.622792884621708,1732,"garage_1_or_more, two_or_more_stories"
M6136705930,224900,2,1,778,0,39.955697,-74.130939,3.652785055863665,0.8639226203333692,0.3936680637906132,3.622792884621708,1732,single_story
M6159908275,1475000,5,4,5233,1,39.999154,-74.140148,2.56001919882393,0.5881180513939037,1.1359476904469814,3.622792884621708,1732,"garage_2_or_more, two_or_more_stories"
M6175861063,599000,6,3,2832,1,39.947427,-74.116803,4.612641054310937,1.818698378904898,0.8874711058617517,3.622792884621708,1732,two_or_more_stories
M6200098264,785000,4,4,3488,1,39.955384,-74.155535,2.715419888376443,0.7512637573752319,1.6951144217178042,3.622792884621708,1732,"basement, two_or_more_stories"
M6249739831,299000,3,2,1320,0,39.952198,-74.158731,2.8049337103338896,0.7188892571006489,1.8665016646877477,3.622792884621708,1732,"basement, single_story"
M6272057056,364900,4,2,2081,0,39.987767,-74.163,1.1790889083525065,0.6254834638857923,1.6075447431215355,3.622792884621708,1732,"garage_1_or_more, garage_2_or_more, single_story"
M6292526392,245000,3,1,1284,0,39.954352,-74.122023,4.104323372072176,1.3037341097505415,0.3316058798432975,3.622792884621708,1732,single_story
M6305053862,425000,4,2,2768,1,39.996119,-74.175151,0.7960503700805807,0.2840122097067825,1.7939209711214843,3.622792884621708,1732,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6318178475,225000,2,1,1092,0,40.024698,-74.162239,2.852891141680616,1.7000327313682737,1.1931304800874838,3.622792884621708,1732,"garage_1_or_more, single_story"
M6319528516,999900,5,3,3206,1,40.018226,-74.136743,3.372014303800512,0.7463734734818013,0.4358119972910899,3.622792884621708,1732,"basement, garage_2_or_more, two_or_more_stories"
M6320762420,425000,4,4,2096,1,40.003159,-74.171197,1.3146346644842242,0.517683006384336,1.7138278428253058,3.622792884621708,1732,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6325277897,249900,3,2,1092,0,39.958345,-74.140922,3.1116846501713056,0.4336277804785974,0.8825177412399405,3.622792884621708,1732,"basement, single_story"
M6328501141,202500,2,2,1168,0,40.025751,-74.16555,2.847891337323216,1.809506754169079,1.3849882228497148,3.622792884621708,1732,"garage_1_or_more, single_story"
M6341866499,365000,3,2,1910,0,39.952379,-74.138877,3.470332611659229,0.8587666861022701,0.8834893048833069,3.622792884621708,1732,"garage_1_or_more, single_story"
M6343880603,555000,4,3,2296,1,39.979558,-74.165507,1.1715642755435105,0.7881593050229729,1.1421549451290525,3.622792884621708,1732,"basement, garage_2_or_more"
M6346934484,163500,2,2,930,1,39.956822,-74.129425,3.674395058628955,0.8747658140937439,0.2838067385281257,3.622792884621708,1732,two_or_more_stories
M6365722817,429900,4,3,2020,0,40.003422,-74.170232,1.3594370848434385,0.5080770149218804,1.6590474080541349,3.622792884621708,1732,single_story
M6376529634,314900,2,3,1500,1,39.949882,-74.193893,2.6330287562139074,0.4981945241927339,0.2777019641154601,3.622792884621708,1732,two_or_more_stories
M6377785610,420000,3,3,1750,1,39.967896,-74.149119,2.3553261912306507,0.1993937196743957,1.4752191378758368,3.622792884621708,1732,"basement, garage_2_or_more, two_or_more_stories"
M6390525487,335000,3,1,1168,0,39.970256,-74.13169,3.1191162673858006,0.6919338945335337,0.8861963484044242,3.622792884621708,1732,"basement, garage_1_or_more, single_story"
M6390903222,529900,4,3,2072,1,39.967067,-74.148413,2.4197079781222817,0.1470041949159952,1.4161386731056105,3.622792884621708,1732,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6415531638,150000,2,1,900,0,39.951898,-74.122579,4.175898762025176,1.3788320488465675,0.4803052383203713,3.622792884621708,1732,single_story
M6421119265,285000,3,3,1479,0,39.955207,-74.158442,2.636118948643504,0.7060640584543535,1.7413918757137012,3.622792884621708,1732,"basement, single_story"
M6434222877,425000,4,3,2000,1,39.979116,-74.151628,1.8866339718669127,0.9833329882369736,1.822593535506553,3.622792884621708,1732,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6459344310,249900,3,2,924,1,39.952043,-74.128586,3.908452857480468,1.1364712142062543,0.5008334471006295,3.622792884621708,1732,two_or_more_stories
M6466075627,279000,4,1,1177,0,39.97632,-74.132458,2.9458315522694845,0.9679230943007576,1.2901782286958816,3.622792884621708,1732,"garage_1_or_more, single_story"
M6502286751,299000,3,2,1300,1,39.955644,-74.13263,3.581401351784748,0.8041526886099504,0.4767246596557449,3.622792884621708,1732,two_or_more_stories
M6502548436,349000,3,2,1380,1,39.958504,-74.192178,2.0313518971066697,0.1876306228443753,0.4921212280481379,3.622792884621708,1732,"basement, garage_1_or_more, two_or_more_stories"
M6502992878,480000,2,1,688,0,39.959756,-74.117222,4.140950666555349,1.3991207294469428,0.418864758028088,3.622792884621708,1732,single_story
M6516079522,315000,3,2,1300,0,39.946171,-74.125001,4.31835911063888,1.5757634682388737,0.8605281549414615,3.622792884621708,1732,single_story
M6607466985,995000,5,4,4626,1,40.000208,-74.196902,1.1145804994107895,0.5862319017588367,2.1498876823647683,3.622792884621708,1732,"basement, garage_2_or_more"
M6630144274,414888,4,3,1818,1,40.000399,-74.144486,2.36812120559103,0.5648816348464476,1.0324754350969672,3.622792884621708,1732,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6637135903,489900,3,3,2504,1,39.954153,-74.16877,2.446368028843336,0.1566944598092023,1.4065948136694135,3.622792884621708,1732,"basement, garage_2_or_more"
M6657818348,249900,2,3,1280,0,40.025962,-74.17815,2.6890464381906725,1.1813684079184197,2.010634129445261,3.622792884621708,1732,"garage_1_or_more, single_story"
M6661544942,130000,2,1,1000,0,40.021934,-74.166178,2.590968950487797,1.7125768528247645,1.300805192716182,3.622792884621708,1732,"garage_1_or_more, single_story"
M6710964595,589000,4,3,2668,1,39.954111,-74.169027,2.444166549300008,0.1454383430964118,1.4010906666075822,3.622792884621708,1732,basement
M6723544098,525000,4,3,2704,1,39.978701,-74.196903,0.8978875813601784,0.1729132164716745,0.9121444842290652,3.622792884621708,1732,"basement, garage_2_or_more, two_or_more_stories"
M6737556093,389000,4,3,2220,1,39.975077,-74.195658,1.0389987777255796,0.1203394939981429,0.7288035127142837,3.622792884621708,1732,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6756401287,314900,3,2,1439,0,39.976831,-74.166838,1.2097525015672752,0.5870108821021772,0.9898666976936564,3.622792884621708,1732,"basement, garage_1_or_more, single_story"
M6778374712,1330000,6,7,7300,1,39.994322,-74.203808,1.1551612588412892,0.1687412449053956,1.961190493650487,3.622792884621708,1732,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6780672972,1399900,4,3,3500,1,39.959395,-74.112147,4.399778044964041,1.6747450430980788,0.6907955311825512,3.622792884621708,1732,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6788724158,375000,6,2,2047,1,39.980286,-74.200554,0.9979136152203364,0.3162812983949281,1.1380977795922906,3.622792884621708,1732,two_or_more_stories
M6804573892,749000,4,4,3600,1,39.948331,-74.120868,4.398100266981338,1.6123893047112463,0.7424978402530834,3.622792884621708,1732,"garage_1_or_more, two_or_more_stories"
M6808946266,349000,4,3,1896,1,39.975789,-74.144005,2.3544468027946968,0.7817724239734538,1.582333277242009,3.622792884621708,1732,garage_2_or_more
M6814101561,249900,3,3,1900,1,40.006883,-74.146415,2.482991452426581,0.3687946624326282,0.601017626445313,3.622792884621708,1732,two_or_more_stories
M6814858956,499000,3,2,3270,0,40.005135,-74.139259,2.7632609878248378,0.1769095347266478,0.7483789139859528,3.622792884621708,1732,"garage_2_or_more, single_story"
M6854713550,1699999,4,5,4686,1,39.947746,-74.177532,2.7579694175079608,0.6092782514232965,1.142246251245041,3.622792884621708,1732,garage_2_or_more
M6867443463,339900,3,3,1847,1,39.993186,-74.194195,0.6623589343726399,0.4084072655358528,1.6443173071540873,3.622792884621708,1732,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6872596496,239900,4,2,1702,1,39.972525,-74.143571,2.4613502006357804,0.5554323653257315,1.4043910899220222,3.622792884621708,1732,"garage_1_or_more, two_or_more_stories"
M6882721460,689000,4,3,2802,1,39.953961,-74.112763,4.547401084982612,1.7616880837841544,0.7304549417652557,3.622792884621708,1732,"garage_1_or_more, two_or_more_stories"
M6900587925,799000,5,4,1526,1,40.006091,-74.119343,3.790402693202231,1.1186942423519868,1.4829919560536085,3.622792884621708,1732,"garage_1_or_more, two_or_more_stories"
M6902608878,469000,3,3,2860,1,39.979632,-74.193285,0.7122102875912304,0.2430715544225314,0.8074766291654607,3.622792884621708,1732,"basement, garage_2_or_more, two_or_more_stories"
M6903663697,299900,3,2,1228,0,40.01151,-74.14516,2.723823085742916,0.3973906838589123,0.2746825000977313,3.622792884621708,1732,"garage_1_or_more, single_story"
M6910559119,359900,4,2,1830,1,39.95259,-74.122505,4.151427611311619,1.3522857402560025,0.435340997671135,3.622792884621708,1732,two_or_more_stories
M6931590409,615000,4,3,4136,1,39.957078,-74.110891,4.532879098109577,1.78139846494272,0.7650508140702171,3.622792884621708,1732,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6949179934,399900,3,3,1544,1,39.956152,-74.113229,4.450476512245346,1.6805976688038458,0.6527542713195447,3.622792884621708,1732,"garage_1_or_more, two_or_more_stories"
M6951617137,260000,2,4,1730,1,40.007541,-74.144343,2.6027356009022595,0.2517919178774405,0.5397631365293332,3.622792884621708,1732,"basement, two_or_more_stories"
M6961775822,625000,4,2,2160,1,39.958387,-74.121995,3.9581030128959926,1.1783358877696553,0.1521456308653697,3.622792884621708,1732,"garage_1_or_more, two_or_more_stories"
M6965912342,395000,3,2,2002,1,39.957742,-74.121564,4.000960983365652,1.2168074675124685,0.185353338652902,3.622792884621708,1732,two_or_more_stories
M6970968251,439000,4,3,2165,1,39.967774,-74.118235,3.86586754308617,1.322763408011076,0.7239920705321908,3.622792884621708,1732,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6980667729,339900,3,2,1317,0,39.970229,-74.140682,2.671760381317249,0.3990921023632666,1.181010007507243,3.622792884621708,1732,"basement, garage_1_or_more, single_story"
M6980739296,575000,4,3,2800,1,40.005405,-74.136332,2.9151935195106486,0.2428171711738934,0.7999012030824308,3.622792884621708,1732,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9167325678,669900,4,4,2608,1,39.949762,-74.170725,2.7000878915315365,0.3706576356711398,1.475123927417171,3.622792884621708,1732,"basement, garage_2_or_more"
M9510197478,899000,4,3,2788,1,40.010719,-74.117326,4.011592888985171,1.2414387291197908,1.483209814336958,3.622792884621708,1732,"garage_2_or_more, two_or_more_stories"
M9544376390,849900,4,4,3113,1,39.950508,-74.172675,2.6223006205872466,0.3253528066373782,1.363008540981479,3.622792884621708,1732,"basement, garage_2_or_more"
M9728444282,839900,4,3,2726,1,39.946097,-74.118669,4.587633565478574,1.8060362763522089,0.927288246179322,3.622792884621708,1732,"basement, garage_2_or_more, two_or_more_stories"
M9737354884,649900,6,3,3400,1,39.964704,-74.172225,1.7005357891444406,0.3026405872611642,0.7456774984677951,3.622792884621708,1732,"basement, garage_2_or_more, two_or_more_stories"
M9743620694,729000,4,3,2523,1,39.947897,-74.179388,2.735285378006437,0.6626965745256367,1.0426850966725767,3.622792884621708,1732,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9766222874,260000,2,4,1730,1,40.007541,-74.144343,2.6027356009022595,0.2517919178774405,0.5397631365293332,3.622792884621708,1732,"basement, two_or_more_stories"
M9780815836,305000,3,3,1866,1,39.978548,-74.189968,0.6730797403713983,0.417312974644801,0.6361846517694324,3.622792884621708,1732,"basement, garage_1_or_more, two_or_more_stories"
M9909275032,425000,3,3,1712,1,39.953803,-74.131799,3.695595770726263,0.9317325817938336,0.5089404067575001,3.622792884621708,1732,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9966602094,799999,4,3,2465,1,40.009923,-74.111249,4.2971815013390025,1.563042621223949,1.819139942550777,3.622792884621708,1732,"garage_2_or_more, two_or_more_stories"
M5057863008,699000,4,3,3316,1,40.006011,-74.205294,1.7148172233668266,1.850287647903976,0.6598323371732717,3.622792884621708,1732,"basement, two_or_more_stories"
M5120936763,369999,5,3,2720,1,39.976649,-74.226506,2.404353536227024,3.5138112459202606,0.3104444861812827,3.622792884621708,1732,two_or_more_stories
M5171423891,589000,4,3,2800,1,40.026333,-74.210701,3.04588480755728,0.809865809437164,1.6803752524794475,3.622792884621708,1732,"basement, garage_2_or_more, two_or_more_stories"
M5176603857,524900,4,3,2350,1,40.01799,-74.225641,3.0824341584325508,0.6608915072519642,1.1851254456818452,3.622792884621708,1732,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5196896126,800000,4,3,3991,1,40.025528,-74.215871,3.1410380912401594,0.5416847342011448,1.5951774779662713,3.622792884621708,1732,"basement, garage_2_or_more, two_or_more_stories"
M5337921825,890000,6,6,7055,1,40.010507,-74.195995,1.716558508429311,1.993078760345139,1.2506815446145934,3.622792884621708,1732,"basement, garage_2_or_more, two_or_more_stories"
M5403773007,979000,6,5,5551,1,40.037066,-74.218175,3.891361994296863,0.7664451594071716,1.467720517804327,3.622792884621708,1732,"basement, garage_2_or_more"
M5490739305,775000,5,5,5000,0,40.012762,-74.200415,1.9563783048778427,1.7065227058477832,1.1314835928505556,3.622792884621708,1732,"basement, garage_1_or_more, garage_2_or_more, single_story"
M5509111415,575000,4,3,2487,1,40.010341,-74.196956,1.725739023431582,1.957915622296189,1.198689205024388,3.622792884621708,1732,"basement, garage_2_or_more"
M5590628478,250000,2,2,1528,0,40.034735,-74.189763,3.2834916164165677,2.010382144086552,2.665175081652824,3.622792884621708,1732,"garage_1_or_more, single_story"
M5599721368,794000,4,6,3330,1,40.024085,-74.199967,2.671841355258594,1.4120436168291597,1.7463751905740406,3.622792884621708,1732,"basement, garage_2_or_more, two_or_more_stories"
M5601902389,375000,3,3,2280,1,40.029453,-74.195168,2.963697952576647,1.6585927476344855,2.199126081473767,3.622792884621708,1732,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5635169623,360000,3,4,2296,1,40.033232,-74.228733,3.9803760980822167,0.4299938851343993,0.8895295108971699,3.622792884621708,1732,"basement, two_or_more_stories"
M5656142005,389900,3,3,2349,1,40.033519,-74.19311,3.221191835365012,1.8129753903410668,2.497192571199487,3.622792884621708,1732,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5685369693,285000,2,2,1718,1,40.035391,-74.199436,3.4142233719578785,1.5195775596184853,2.458555141751084,3.622792884621708,1732,garage_2_or_more
M5717034555,289000,2,2,1718,0,40.025502,-74.194148,2.6854529470588164,1.7151001203765217,2.006499584193073,3.622792884621708,1732,"garage_1_or_more, single_story"
M5731561975,182000,2,1,779,0,39.998634,-74.219414,2.0554015243813435,2.023407752875538,0.3057957691162619,3.622792884621708,1732,"garage_1_or_more, single_story"
M5756015771,824999,5,5,4942,1,40.031122,-74.202834,3.1819908801948897,1.259042529762485,2.1165221870559194,3.622792884621708,1732,"basement, garage_2_or_more"
M5761456598,574000,5,4,3323,1,40.031961,-74.230794,3.98128472644434,0.4207281967658082,0.7949227566124228,3.622792884621708,1732,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5819620175,549900,4,3,2700,1,40.004615,-74.205983,1.669719109286932,1.907350864192681,0.5935209679181027,3.622792884621708,1732,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5822269205,159000,2,2,912,0,39.998217,-74.221291,2.1402921175869998,2.0378483260779205,0.3905869526425309,3.622792884621708,1732,"garage_1_or_more, single_story"
M5844899262,589900,5,3,2600,1,40.005337,-74.204378,1.6468910757026405,1.9174621096828903,0.6914611605493945,3.622792884621708,1732,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5866401711,615000,4,3,2605,1,40.006881,-74.2088,1.8890437713471468,1.6922971060952317,0.5209064731775512,3.622792884621708,1732,"basement, garage_2_or_more, two_or_more_stories"
M5870240103,329000,3,2,24873,1,39.994514,-74.210648,1.506879025441169,2.419646215939639,0.6316565855804883,3.622792884621708,1732,"basement, garage_2_or_more"
M5998161642,575888,4,3,2518,1,40.001998,-74.229678,2.66198138723906,1.7792867382867896,0.7205459457981128,3.622792884621708,1732,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6018201456,169000,2,2,898,0,39.999091,-74.223606,2.2798504184958115,1.9674236209323128,0.4510887881449931,3.622792884621708,1732,single_story
M6148685968,719000,5,4,3800,1,40.013487,-74.233025,3.202034927892147,1.055859390115609,1.1826151363082305,3.622792884621708,1732,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6162046771,485000,4,3,2117,1,40.004695,-74.222339,2.3843517358727206,1.5872891920260028,0.3559278721566297,3.622792884621708,1732,"basement, garage_1_or_more, two_or_more_stories"
M6202630053,925000,5,5,4846,1,40.032685,-74.218906,3.6478837639331143,0.5024289379026442,1.4269595607328096,3.622792884621708,1732,"basement, garage_2_or_more"
M6205511455,989000,6,5,5045,1,40.035112,-74.207935,3.535159020124984,1.0889148566221425,2.0185973521599654,3.622792884621708,1732,"basement, garage_2_or_more"
M6208653870,519900,3,4,1753,1,40.02978,-74.230934,3.87103595270485,0.336041713596052,0.837746763499511,3.622792884621708,1732,"basement, garage_2_or_more, two_or_more_stories"
M6213975899,374900,3,3,1344,0,40.002926,-74.218066,2.1213401468587465,1.747392258602747,0.0929151122853555,3.622792884621708,1732,"basement, garage_1_or_more, single_story"
M6235348880,799900,4,6,4335,1,40.014375,-74.194028,1.936333140426428,1.9422291231377549,1.4783102071200471,3.622792884621708,1732,"basement, garage_2_or_more"
M6260366923,499900,4,4,2209,1,40.029007,-74.229378,3.7752508054868543,0.2362932124329239,0.9372532995576112,3.622792884621708,1732,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6363939126,995000,6,4,4063,1,40.035056,-74.209225,3.557585690443578,1.025651916279677,1.9481287991053864,3.622792884621708,1732,"basement, garage_1_or_more, two_or_more_stories"
M6377131270,579900,4,3,2450,1,40.018886,-74.22723,3.1879963078307063,0.6068066963939764,1.278842171863859,3.622792884621708,1732,"basement, garage_2_or_more"
M6378659174,524900,4,4,2150,1,40.018141,-74.226429,3.1209504734262,0.6525776584511879,1.2132035077039478,3.622792884621708,1732,"basement, garage_2_or_more, two_or_more_stories"
M6398834570,649900,4,3,3035,1,40.004286,-74.204862,1.6109180953744129,1.9606820840161008,0.647976387926929,3.622792884621708,1732,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6571289092,459000,3,2,1896,0,40.012457,-74.188981,1.7506396976525394,2.247715134742259,1.654204568418293,3.622792884621708,1732,"basement, garage_2_or_more, single_story"
M6578213220,198000,2,1,963,0,39.997672,-74.218553,1.987187489442574,2.0968594503451983,0.3460594656797972,3.622792884621708,1732,"garage_1_or_more, single_story"
M6638318111,289000,2,2,1730,0,40.03594,-74.194767,3.4001866498205,1.772191080739942,2.599634640854097,3.622792884621708,1732,single_story
M6717071197,259000,2,2,1540,0,40.023413,-74.197348,2.5857227591077776,1.5609914769584583,1.7865607753821824,3.622792884621708,1732,single_story
M6761320208,859000,5,3,4326,1,40.023201,-74.205696,2.7306042418492527,1.119928466508117,1.5506551406093674,3.622792884621708,1732,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6766721141,1175000,6,5,4800,1,40.022214,-74.206179,2.680512502731789,1.1152190835916995,1.4776404626819448,3.622792884621708,1732,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6825593809,281500,4,3,2104,1,40.01399,-74.199069,2.0026027065097978,1.7183162219840942,1.24211384335938,3.622792884621708,1732,"basement, garage_2_or_more"
M6866843020,674900,5,4,4266,1,40.017305,-74.187213,2.0736006200949606,2.204625513216751,1.9003129882752663,3.622792884621708,1732,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6923759670,325000,2,2,1730,0,40.026375,-74.197491,2.785051766817763,1.5288575006482263,1.9518063371538297,3.622792884621708,1732,"garage_1_or_more, single_story"
M6936281026,649000,4,4,2586,1,40.02261,-74.187059,2.438421598788295,2.123951220095614,2.1270411993409453,3.622792884621708,1732,"basement, garage_2_or_more, two_or_more_stories"
M9001348215,1049000,6,5,5525,1,40.009947,-74.205774,1.94284286728232,1.6224773911996195,0.7826625776106082,3.622792884621708,1732,"basement, garage_2_or_more, two_or_more_stories"
M9030351447,989900,6,5,5525,1,40.009617,-74.207548,1.9843244201006176,1.5778364136021186,0.6967280095503393,3.622792884621708,1732,"basement, garage_2_or_more, two_or_more_stories"
M9091616924,599900,4,3,3000,1,40.005072,-74.227896,2.6628970144466866,1.557880448475618,0.6491089643634105,3.622792884621708,1732,"basement, garage_2_or_more"
M9185604001,682000,5,4,3385,1,40.010227,-74.207825,2.0265603774440497,1.5354928734549602,0.7172817514477964,3.622792884621708,1732,"basement, garage_2_or_more, two_or_more_stories"
M9197237555,734000,5,4,3428,1,40.011967,-74.207422,2.1084265606121666,1.4586626721811424,0.8244103740666509,3.622792884621708,1732,"basement, garage_2_or_more, two_or_more_stories"
M9204752687,834000,5,4,4035,1,40.012537,-74.208953,2.190018699042535,1.3736749872589276,0.8107043028191507,3.622792884621708,1732,"basement, garage_2_or_more, two_or_more_stories"
M9231612806,779000,5,4,4035,1,40.010227,-74.207825,2.0265603774440497,1.5354928734549602,0.7172817514477964,3.622792884621708,1732,"basement, garage_2_or_more, two_or_more_stories"
M9261873611,710000,5,4,3385,1,40.011245,-74.208815,2.1151751573329745,1.4468818451305132,0.7395401743381327,3.622792884621708,1732,"basement, garage_2_or_more"
M9283462461,1059000,6,5,5525,1,40.011017,-74.20394,1.9465189218168475,1.6381577503369478,0.906630513228582,3.622792884621708,1732,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9327426232,374900,2,3,2254,1,40.034144,-74.228392,4.019528397222363,0.4813783238989714,0.9026721693621688,3.622792884621708,1732,"basement, garage_1_or_more, two_or_more_stories"
M9353049734,844000,5,4,3918,1,40.012531,-74.207836,2.153181629763472,1.414722584102663,0.842964980056801,3.622792884621708,1732,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9384041520,834000,5,4,4035,1,40.010877,-74.204165,1.9451369670488652,1.636156874486668,0.8910203114431401,3.622792884621708,1732,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9384192602,754000,5,4,3428,1,40.011824,-74.20777,2.1118108943071623,1.453267907752715,0.8051617252706419,3.622792884621708,1732,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9410713810,989900,6,5,5525,1,40.010227,-74.207825,2.0265603774440497,1.5354928734549602,0.7172817514477964,3.622792884621708,1732,"basement, garage_2_or_more, two_or_more_stories"
M9432464029,779000,5,4,4035,1,40.010249,-74.209198,2.0754740879511844,1.4884330120077964,0.6714193486141027,3.622792884621708,1732,"basement, garage_2_or_more, two_or_more_stories"
M9517990857,854000,5,4,4035,1,40.012054,-74.208679,2.1544737235635423,1.408685692754557,0.79015064552524,3.622792884621708,1732,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9533411670,734000,5,4,3428,1,40.012122,-74.207508,2.1198295364498194,1.4476063963230723,0.8302027773676453,3.622792884621708,1732,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9544045224,779000,5,4,4035,1,40.009559,-74.207332,1.973782525520505,1.588298907003626,0.7022290302296693,3.622792884621708,1732,"basement, garage_2_or_more"
M9570084879,989900,6,5,5525,1,40.00831,-74.205894,1.8574101772034972,1.704642718628577,0.7073075469835013,3.622792884621708,1732,"basement, garage_2_or_more"
